3211.000000	2125.000000
1110.000000	922.000000
1333.000000	821.000000
2612.000000	695.000000
1132.000000	2247.000000
1269.000000	1792.000000
2676.000000	891.000000
1075.000000	835.000000
1188.000000	2110.000000
2576.000000	947.000000
1285.000000	1849.000000
1544.000000	848.000000
2674.000000	1673.000000
1113.000000	892.000000
1237.000000	833.000000
1084.000000	2114.000000
1224.000000	1877.000000
1154.000000	835.000000
989.000000	802.000000
1057.000000	700.000000
2077.000000	2548.000000
937.000000	947.000000
1094.000000	853.000000
2107.000000	657.000000
1097.000000	1944.000000
1179.000000	1742.000000
1584.000000	867.000000
1288.000000	860.000000
1257.000000	2256.000000
2226.000000	915.000000
1349.000000	1990.000000
1272.000000	889.000000
2579.000000	2145.000000
1176.000000	682.000000
1210.000000	925.000000
1255.000000	1897.000000
1153.000000	2021.000000
1234.000000	854.000000
1080.000000	546.000000
1038.000000	800.000000
2234.000000	2717.000000
2749.000000	1248.000000
1209.000000	838.000000
2369.000000	693.000000
1009.000000	1919.000000
1077.000000	857.000000
2297.000000	756.000000
1022.000000	632.000000
1114.000000	1181.000000
1369.000000	957.000000
1042.000000	1579.000000
1061.000000	878.000000
2044.000000	1435.000000
1312.000000	7976.000000
1163.000000	715.000000
1115.000000	1594.000000
1248.000000	3736.000000
1037.000000	664.000000
1247.000000	751.000000
1206.000000	850.000000
2677.000000	3162.000000
1014.000000	776.000000
1003.000000	814.000000
2100.000000	753.000000
1180.000000	1700.000000
1206.000000	971.000000
2507.000000	854.000000
1154.000000	891.000000
1226.000000	2039.000000
2293.000000	754.000000
1023.000000	908.000000
1281.000000	796.000000
2655.000000	2164.000000
1238.000000	761.000000
1263.000000	896.000000
2468.000000	1127.000000
1303.000000	1803.000000
1066.000000	930.000000
1215.000000	678.000000
1319.000000	804.000000
2598.000000	3061.000000
1335.000000	835.000000
1129.000000	680.000000
2049.000000	640.000000
1070.000000	1675.000000
1346.000000	1844.000000
2581.000000	935.000000
1321.000000	872.000000
1210.000000	1810.000000
2100.000000	830.000000
920.000000	711.000000
1231.000000	847.000000
2542.000000	2206.000000
1086.000000	867.000000
1158.000000	791.000000
1132.000000	1668.000000
982.000000	1944.000000
1111.000000	739.000000
1018.000000	704.000000
1194.000000	772.000000
2132.000000	2637.000000
1111.000000	723.000000
1652.000000	1144.000000
2703.000000	1838.000000
1440.000000	2116.000000
1304.000000	1843.000000
2553.000000	1000.000000
1228.000000	847.000000
1097.000000	1837.000000
2585.000000	866.000000
1210.000000	1615.000000
1245.000000	832.000000
2679.000000	1858.000000
1166.000000	918.000000
1212.000000	908.000000
2555.000000	656.000000
1267.000000	2361.000000
1231.000000	897.000000
1045.000000	676.000000
1040.000000	647.000000
2245.000000	2743.000000
953.000000	723.000000
1205.000000	713.000000
2090.000000	778.000000
1177.000000	1874.000000
999.000000	659.000000
2535.000000	863.000000
1064.000000	929.000000
1252.000000	2154.000000
2286.000000	869.000000
989.000000	1520.000000
1174.000000	820.000000
1711.000000	1388.000000
1426.000000	677.000000
1149.000000	924.000000
1597.000000	3177.000000
1314.000000	2092.000000
1273.000000	850.000000
1157.000000	811.000000
1104.000000	796.000000
2534.000000	3045.000000
1098.000000	1008.000000
1242.000000	841.000000
1746.000000	824.000000
977.000000	2184.000000
1235.000000	1738.000000
2556.000000	713.000000
1180.000000	840.000000
1219.000000	1984.000000
2645.000000	920.000000
1151.000000	926.000000
1258.000000	872.000000
2308.000000	1868.000000
1087.000000	792.000000
996.000000	829.000000
1108.000000	1660.000000
1091.000000	2193.000000
1141.000000	889.000000
1031.000000	757.000000
1207.000000	553.000000
1870.000000	2425.000000
1107.000000	779.000000
1269.000000	826.000000
2387.000000	642.000000
958.000000	2075.000000
1098.000000	701.000000
2260.000000	1083.000000
1029.000000	750.000000
1219.000000	2042.000000
2877.000000	949.000000
1189.000000	1712.000000
1216.000000	965.000000
2639.000000	2044.000000
965.000000	673.000000
979.000000	959.000000
1183.000000	1702.000000
1115.000000	2283.000000
1290.000000	953.000000
1245.000000	714.000000
1164.000000	782.000000
1732.000000	2318.000000
1285.000000	885.000000
1257.000000	961.000000
2801.000000	631.000000
1092.000000	2259.000000
1214.000000	1643.000000
2552.000000	926.000000
1166.000000	821.000000
922.000000	1510.000000
2489.000000	823.000000
1346.000000	1819.000000
2030.000000	938.000000
2873.000000	2156.000000
1351.000000	598.000000
1150.000000	811.000000
1026.000000	1549.000000
1152.000000	1967.000000
1096.000000	721.000000
1035.000000	780.000000
1211.000000	887.000000
2378.000000	2867.000000
1238.000000	820.000000
1083.000000	753.000000
2295.000000	801.000000
1079.000000	1805.000000
1142.000000	1666.000000
2226.000000	738.000000
1079.000000	931.000000
1217.000000	1780.000000
2604.000000	853.000000
1205.000000	1824.000000
1356.000000	906.000000
2493.000000	2420.000000
1085.000000	877.000000
1484.000000	884.000000
2434.000000	1096.000000
1016.000000	1815.000000
1147.000000	800.000000
1002.000000	720.000000
976.000000	764.000000
2477.000000	2859.000000
1160.000000	951.000000
1139.000000	973.000000
2430.000000	804.000000
1117.000000	1968.000000
1096.000000	1643.000000
2226.000000	899.000000
1078.000000	860.000000
982.000000	1831.000000
2235.000000	915.000000
1261.000000	1776.000000
1376.000000	878.000000
2374.000000	2102.000000
